threshold_up,threshold_down,threshold_risk,fallback_min_passed_ratio,fallback_min_composite,fallback_min_up_prob,fallback_risk_margin,fallback_block_ratio,precision,coverage,fallback_ratio,selected_total
0.2,0.54,0.35,0.5,0.0,0.18,0.03,0.3,0.2857142857142857,0.35,0.625,8
0.2,0.54,0.35,0.5,0.0,0.18,0.02,0.2,0.3333333333333333,0.35,0.5714285714285714,7
0.2,0.54,0.35,0.5,0.0,0.18,0.02,0.25,0.2857142857142857,0.35,0.625,8
0.2,0.54,0.35,0.5,0.0,0.18,0.02,0.3,0.2857142857142857,0.35,0.625,8
0.2,0.54,0.35,0.5,0.0,0.19,0.03,0.2,0.4,0.3,0.5,6
0.2,0.54,0.35,0.5,0.0,0.19,0.03,0.25,0.4,0.3,0.5,6
0.2,0.54,0.35,0.5,0.0,0.19,0.03,0.3,0.4,0.3,0.5,6
0.2,0.54,0.35,0.5,0.0,0.19,0.02,0.2,0.4,0.3,0.5,6
0.2,0.54,0.35,0.5,0.0,0.19,0.02,0.25,0.4,0.3,0.5,6
0.2,0.54,0.35,0.5,0.0,0.19,0.02,0.3,0.4,0.3,0.5,6
0.2,0.54,0.35,0.5,0.0,0.2,0.03,0.2,0.3333333333333333,0.15,0.0,3
0.2,0.54,0.35,0.5,0.0,0.2,0.03,0.25,0.3333333333333333,0.15,0.0,3
0.2,0.54,0.35,0.5,0.0,0.2,0.03,0.3,0.3333333333333333,0.15,0.0,3
0.2,0.54,0.35,0.5,0.0,0.2,0.02,0.2,0.3333333333333333,0.15,0.0,3
0.2,0.54,0.35,0.5,0.0,0.2,0.02,0.25,0.3333333333333333,0.15,0.0,3
0.2,0.54,0.35,0.5,0.0,0.2,0.02,0.3,0.3333333333333333,0.15,0.0,3
0.2,0.54,0.35,0.55,-0.02,0.18,0.03,0.2,0.3333333333333333,0.35,0.5714285714285714,7
0.2,0.54,0.35,0.55,-0.02,0.18,0.03,0.25,0.2857142857142857,0.35,0.625,8
0.2,0.54,0.35,0.55,-0.02,0.18,0.03,0.3,0.2857142857142857,0.35,0.625,8
0.2,0.54,0.35,0.55,-0.02,0.18,0.02,0.2,0.3333333333333333,0.35,0.5714285714285714,7
0.2,0.54,0.35,0.55,-0.02,0.18,0.02,0.25,0.2857142857142857,0.35,0.625,8
0.2,0.54,0.35,0.55,-0.02,0.18,0.02,0.3,0.2857142857142857,0.35,0.625,8
0.2,0.54,0.35,0.55,-0.02,0.19,0.03,0.2,0.4,0.3,0.5,6
0.2,0.54,0.35,0.55,-0.02,0.19,0.03,0.25,0.4,0.3,0.5,6
0.2,0.54,0.35,0.55,-0.02,0.19,0.03,0.3,0.4,0.3,0.5,6
0.2,0.54,0.35,0.55,-0.02,0.19,0.02,0.2,0.4,0.3,0.5,6
0.2,0.54,0.35,0.55,-0.02,0.19,0.02,0.25,0.4,0.3,0.5,6
0.2,0.54,0.35,0.55,-0.02,0.19,0.02,0.3,0.4,0.3,0.5,6
0.2,0.54,0.35,0.55,-0.02,0.2,0.03,0.2,0.3333333333333333,0.15,0.0,3
0.2,0.54,0.35,0.55,-0.02,0.2,0.03,0.25,0.3333333333333333,0.15,0.0,3
0.2,0.54,0.35,0.55,-0.02,0.2,0.03,0.3,0.3333333333333333,0.15,0.0,3
0.2,0.54,0.35,0.55,-0.02,0.2,0.02,0.2,0.3333333333333333,0.15,0.0,3
0.2,0.54,0.35,0.55,-0.02,0.2,0.02,0.25,0.3333333333333333,0.15,0.0,3
0.2,0.54,0.35,0.55,-0.02,0.2,0.02,0.3,0.3333333333333333,0.15,0.0,3
0.2,0.54,0.35,0.55,-0.01,0.18,0.03,0.2,0.3333333333333333,0.35,0.5714285714285714,7
0.2,0.54,0.35,0.55,-0.01,0.18,0.03,0.25,0.2857142857142857,0.35,0.625,8
0.2,0.54,0.35,0.55,-0.01,0.18,0.03,0.3,0.2857142857142857,0.35,0.625,8
0.2,0.54,0.35,0.55,-0.01,0.18,0.02,0.2,0.3333333333333333,0.35,0.5714285714285714,7
0.2,0.54,0.35,0.55,-0.01,0.18,0.02,0.25,0.2857142857142857,0.35,0.625,8
0.2,0.54,0.35,0.55,-0.01,0.18,0.02,0.3,0.2857142857142857,0.35,0.625,8
0.2,0.54,0.35,0.55,-0.01,0.19,0.03,0.2,0.4,0.3,0.5,6
0.2,0.54,0.35,0.55,-0.01,0.19,0.03,0.25,0.4,0.3,0.5,6
0.2,0.54,0.35,0.55,-0.01,0.19,0.03,0.3,0.4,0.3,0.5,6
0.2,0.54,0.35,0.55,-0.01,0.19,0.02,0.2,0.4,0.3,0.5,6
0.2,0.54,0.35,0.55,-0.01,0.19,0.02,0.25,0.4,0.3,0.5,6
0.2,0.54,0.35,0.55,-0.01,0.19,0.02,0.3,0.4,0.3,0.5,6
0.2,0.54,0.35,0.55,-0.01,0.2,0.03,0.2,0.3333333333333333,0.15,0.0,3
0.2,0.54,0.35,0.55,-0.01,0.2,0.03,0.25,0.3333333333333333,0.15,0.0,3
0.2,0.54,0.35,0.55,-0.01,0.2,0.03,0.3,0.3333333333333333,0.15,0.0,3
0.2,0.54,0.35,0.55,-0.01,0.2,0.02,0.2,0.3333333333333333,0.15,0.0,3
0.2,0.54,0.35,0.55,-0.01,0.2,0.02,0.25,0.3333333333333333,0.15,0.0,3
0.2,0.54,0.35,0.55,-0.01,0.2,0.02,0.3,0.3333333333333333,0.15,0.0,3
0.2,0.54,0.35,0.55,0.0,0.18,0.03,0.2,0.3333333333333333,0.35,0.5714285714285714,7
0.2,0.54,0.35,0.55,0.0,0.18,0.03,0.25,0.2857142857142857,0.35,0.625,8
0.2,0.54,0.35,0.55,0.0,0.18,0.03,0.3,0.2857142857142857,0.35,0.625,8
0.2,0.54,0.35,0.55,0.0,0.18,0.02,0.2,0.3333333333333333,0.35,0.5714285714285714,7
0.2,0.54,0.35,0.55,0.0,0.18,0.02,0.25,0.2857142857142857,0.35,0.625,8
0.2,0.54,0.35,0.55,0.0,0.18,0.02,0.3,0.2857142857142857,0.35,0.625,8
0.2,0.54,0.35,0.55,0.0,0.19,0.03,0.2,0.4,0.3,0.5,6
0.2,0.54,0.35,0.55,0.0,0.19,0.03,0.25,0.4,0.3,0.5,6
0.2,0.54,0.35,0.55,0.0,0.19,0.03,0.3,0.4,0.3,0.5,6
0.2,0.54,0.35,0.55,0.0,0.19,0.02,0.2,0.4,0.3,0.5,6
0.2,0.54,0.35,0.55,0.0,0.19,0.02,0.25,0.4,0.3,0.5,6
0.2,0.54,0.35,0.55,0.0,0.19,0.02,0.3,0.4,0.3,0.5,6
0.2,0.54,0.35,0.55,0.0,0.2,0.03,0.2,0.3333333333333333,0.15,0.0,3
0.2,0.54,0.35,0.55,0.0,0.2,0.03,0.25,0.3333333333333333,0.15,0.0,3
0.2,0.54,0.35,0.55,0.0,0.2,0.03,0.3,0.3333333333333333,0.15,0.0,3
0.2,0.54,0.35,0.55,0.0,0.2,0.02,0.2,0.3333333333333333,0.15,0.0,3
0.2,0.54,0.35,0.55,0.0,0.2,0.02,0.25,0.3333333333333333,0.15,0.0,3
0.2,0.54,0.35,0.55,0.0,0.2,0.02,0.3,0.3333333333333333,0.15,0.0,3
0.2,0.54,0.35,0.6,-0.02,0.18,0.03,0.2,0.3333333333333333,0.35,0.5714285714285714,7
0.2,0.54,0.35,0.6,-0.02,0.18,0.03,0.25,0.2857142857142857,0.35,0.625,8
0.2,0.54,0.35,0.6,-0.02,0.18,0.03,0.3,0.2857142857142857,0.35,0.625,8
0.2,0.54,0.35,0.6,-0.02,0.18,0.02,0.2,0.3333333333333333,0.35,0.5714285714285714,7
0.2,0.54,0.35,0.6,-0.02,0.18,0.02,0.25,0.2857142857142857,0.35,0.625,8
0.2,0.54,0.35,0.6,-0.02,0.18,0.02,0.3,0.2857142857142857,0.35,0.625,8
0.2,0.54,0.35,0.6,-0.02,0.19,0.03,0.2,0.4,0.3,0.5,6
0.2,0.54,0.35,0.6,-0.02,0.19,0.03,0.25,0.4,0.3,0.5,6
0.2,0.54,0.35,0.6,-0.02,0.19,0.03,0.3,0.4,0.3,0.5,6
0.2,0.54,0.35,0.6,-0.02,0.19,0.02,0.2,0.4,0.3,0.5,6
0.2,0.54,0.35,0.6,-0.02,0.19,0.02,0.25,0.4,0.3,0.5,6
0.2,0.54,0.35,0.6,-0.02,0.19,0.02,0.3,0.4,0.3,0.5,6
0.2,0.54,0.35,0.6,-0.02,0.2,0.03,0.2,0.3333333333333333,0.15,0.0,3
0.2,0.54,0.35,0.6,-0.02,0.2,0.03,0.25,0.3333333333333333,0.15,0.0,3
0.2,0.54,0.35,0.6,-0.02,0.2,0.03,0.3,0.3333333333333333,0.15,0.0,3
0.2,0.54,0.35,0.6,-0.02,0.2,0.02,0.2,0.3333333333333333,0.15,0.0,3
0.2,0.54,0.35,0.6,-0.02,0.2,0.02,0.25,0.3333333333333333,0.15,0.0,3
0.2,0.54,0.35,0.6,-0.02,0.2,0.02,0.3,0.3333333333333333,0.15,0.0,3
0.2,0.54,0.35,0.6,-0.01,0.18,0.03,0.2,0.3333333333333333,0.35,0.5714285714285714,7
0.2,0.54,0.35,0.6,-0.01,0.18,0.03,0.25,0.2857142857142857,0.35,0.625,8
0.2,0.54,0.35,0.6,-0.01,0.18,0.03,0.3,0.2857142857142857,0.35,0.625,8
0.2,0.54,0.35,0.6,-0.01,0.18,0.02,0.2,0.3333333333333333,0.35,0.5714285714285714,7
0.2,0.54,0.35,0.6,-0.01,0.18,0.02,0.25,0.2857142857142857,0.35,0.625,8
0.2,0.54,0.35,0.6,-0.01,0.18,0.02,0.3,0.2857142857142857,0.35,0.625,8
0.2,0.54,0.35,0.6,-0.01,0.19,0.03,0.2,0.4,0.3,0.5,6
0.2,0.54,0.35,0.6,-0.01,0.19,0.03,0.25,0.4,0.3,0.5,6
0.2,0.54,0.35,0.6,-0.01,0.19,0.03,0.3,0.4,0.3,0.5,6
0.2,0.54,0.35,0.6,-0.01,0.19,0.02,0.2,0.4,0.3,0.5,6
0.2,0.54,0.35,0.6,-0.01,0.19,0.02,0.25,0.4,0.3,0.5,6
0.2,0.54,0.35,0.6,-0.01,0.19,0.02,0.3,0.4,0.3,0.5,6
0.2,0.54,0.35,0.6,-0.01,0.2,0.03,0.2,0.3333333333333333,0.15,0.0,3
0.2,0.54,0.35,0.6,-0.01,0.2,0.03,0.25,0.3333333333333333,0.15,0.0,3
0.2,0.54,0.35,0.6,-0.01,0.2,0.03,0.3,0.3333333333333333,0.15,0.0,3
0.2,0.54,0.35,0.6,-0.01,0.2,0.02,0.2,0.3333333333333333,0.15,0.0,3
0.2,0.54,0.35,0.6,-0.01,0.2,0.02,0.25,0.3333333333333333,0.15,0.0,3
0.2,0.54,0.35,0.6,-0.01,0.2,0.02,0.3,0.3333333333333333,0.15,0.0,3
0.2,0.54,0.35,0.6,0.0,0.18,0.03,0.2,0.3333333333333333,0.35,0.5714285714285714,7
0.2,0.54,0.35,0.6,0.0,0.18,0.03,0.25,0.2857142857142857,0.35,0.625,8
0.2,0.54,0.35,0.6,0.0,0.18,0.03,0.3,0.2857142857142857,0.35,0.625,8
0.2,0.54,0.35,0.6,0.0,0.18,0.02,0.2,0.3333333333333333,0.35,0.5714285714285714,7
0.2,0.54,0.35,0.6,0.0,0.18,0.02,0.25,0.2857142857142857,0.35,0.625,8
0.2,0.54,0.35,0.6,0.0,0.18,0.02,0.3,0.2857142857142857,0.35,0.625,8
0.2,0.54,0.35,0.6,0.0,0.19,0.03,0.2,0.4,0.3,0.5,6
0.2,0.54,0.35,0.6,0.0,0.19,0.03,0.25,0.4,0.3,0.5,6
0.2,0.54,0.35,0.6,0.0,0.19,0.03,0.3,0.4,0.3,0.5,6
0.2,0.54,0.35,0.6,0.0,0.19,0.02,0.2,0.4,0.3,0.5,6
0.2,0.54,0.35,0.6,0.0,0.19,0.02,0.25,0.4,0.3,0.5,6
0.2,0.54,0.35,0.6,0.0,0.19,0.02,0.3,0.4,0.3,0.5,6
0.2,0.54,0.35,0.6,0.0,0.2,0.03,0.2,0.3333333333333333,0.15,0.0,3
0.2,0.54,0.35,0.6,0.0,0.2,0.03,0.25,0.3333333333333333,0.15,0.0,3
0.2,0.54,0.35,0.6,0.0,0.2,0.03,0.3,0.3333333333333333,0.15,0.0,3
0.2,0.54,0.35,0.6,0.0,0.2,0.02,0.2,0.3333333333333333,0.15,0.0,3
0.2,0.54,0.35,0.6,0.0,0.2,0.02,0.25,0.3333333333333333,0.15,0.0,3
0.2,0.54,0.35,0.6,0.0,0.2,0.02,0.3,0.3333333333333333,0.15,0.0,3
0.2,0.54,0.38,0.5,-0.02,0.18,0.03,0.2,0.42857142857142855,0.4,0.5,8
0.2,0.54,0.38,0.5,-0.02,0.18,0.03,0.25,0.375,0.4,0.5555555555555556,9
0.2,0.54,0.38,0.5,-0.02,0.18,0.03,0.3,0.375,0.4,0.5555555555555556,9
0.2,0.54,0.38,0.5,-0.02,0.18,0.02,0.2,0.42857142857142855,0.4,0.5,8
0.2,0.54,0.38,0.5,-0.02,0.18,0.02,0.25,0.375,0.4,0.5555555555555556,9
0.2,0.54,0.38,0.5,-0.02,0.18,0.02,0.3,0.375,0.4,0.5555555555555556,9
0.2,0.54,0.38,0.5,-0.02,0.19,0.03,0.2,0.5,0.35,0.42857142857142855,7
0.2,0.54,0.38,0.5,-0.02,0.19,0.03,0.25,0.5,0.35,0.42857142857142855,7
0.2,0.54,0.38,0.5,-0.02,0.19,0.03,0.3,0.5,0.35,0.42857142857142855,7
0.2,0.54,0.38,0.5,-0.02,0.19,0.02,0.2,0.5,0.35,0.42857142857142855,7
0.2,0.54,0.38,0.5,-0.02,0.19,0.02,0.25,0.5,0.35,0.42857142857142855,7
0.2,0.54,0.38,0.5,-0.02,0.19,0.02,0.3,0.5,0.35,0.42857142857142855,7
0.2,0.54,0.38,0.5,-0.02,0.2,0.03,0.2,0.5,0.2,0.0,4
0.2,0.54,0.38,0.5,-0.02,0.2,0.03,0.25,0.5,0.2,0.0,4
0.2,0.54,0.38,0.5,-0.02,0.2,0.03,0.3,0.5,0.2,0.0,4
0.2,0.54,0.38,0.5,-0.02,0.2,0.02,0.2,0.5,0.2,0.0,4
0.2,0.54,0.38,0.5,-0.02,0.2,0.02,0.25,0.5,0.2,0.0,4
0.2,0.54,0.38,0.5,-0.02,0.2,0.02,0.3,0.5,0.2,0.0,4
0.2,0.54,0.38,0.5,-0.01,0.18,0.03,0.2,0.42857142857142855,0.4,0.5,8
0.2,0.54,0.38,0.5,-0.01,0.18,0.03,0.25,0.375,0.4,0.5555555555555556,9
0.2,0.54,0.38,0.5,-0.01,0.18,0.03,0.3,0.375,0.4,0.5555555555555556,9
0.2,0.54,0.38,0.5,-0.01,0.18,0.02,0.2,0.42857142857142855,0.4,0.5,8
0.2,0.54,0.38,0.5,-0.01,0.18,0.02,0.25,0.375,0.4,0.5555555555555556,9
0.2,0.54,0.38,0.5,-0.01,0.18,0.02,0.3,0.375,0.4,0.5555555555555556,9
0.2,0.54,0.38,0.5,-0.01,0.19,0.03,0.2,0.5,0.35,0.42857142857142855,7
0.2,0.54,0.38,0.5,-0.01,0.19,0.03,0.25,0.5,0.35,0.42857142857142855,7
0.2,0.54,0.38,0.5,-0.01,0.19,0.03,0.3,0.5,0.35,0.42857142857142855,7
0.2,0.54,0.38,0.5,-0.01,0.19,0.02,0.2,0.5,0.35,0.42857142857142855,7
0.2,0.54,0.38,0.5,-0.01,0.19,0.02,0.25,0.5,0.35,0.42857142857142855,7
0.2,0.54,0.38,0.5,-0.01,0.19,0.02,0.3,0.5,0.35,0.42857142857142855,7
0.2,0.54,0.38,0.5,-0.01,0.2,0.03,0.2,0.5,0.2,0.0,4
0.2,0.54,0.38,0.5,-0.01,0.2,0.03,0.25,0.5,0.2,0.0,4
0.2,0.54,0.38,0.5,-0.01,0.2,0.03,0.3,0.5,0.2,0.0,4
0.2,0.54,0.38,0.5,-0.01,0.2,0.02,0.2,0.5,0.2,0.0,4
0.2,0.54,0.38,0.5,-0.01,0.2,0.02,0.25,0.5,0.2,0.0,4
0.2,0.54,0.38,0.5,-0.01,0.2,0.02,0.3,0.5,0.2,0.0,4
0.2,0.54,0.38,0.5,0.0,0.18,0.03,0.2,0.42857142857142855,0.4,0.5,8
0.2,0.54,0.38,0.5,0.0,0.18,0.03,0.25,0.375,0.4,0.5555555555555556,9
0.2,0.54,0.38,0.5,0.0,0.18,0.03,0.3,0.375,0.4,0.5555555555555556,9
0.2,0.54,0.38,0.5,0.0,0.18,0.02,0.2,0.42857142857142855,0.4,0.5,8
0.2,0.54,0.38,0.5,0.0,0.18,0.02,0.25,0.375,0.4,0.5555555555555556,9
0.2,0.54,0.38,0.5,0.0,0.18,0.02,0.3,0.375,0.4,0.5555555555555556,9
0.2,0.54,0.38,0.5,0.0,0.19,0.03,0.2,0.5,0.35,0.42857142857142855,7
0.2,0.54,0.38,0.5,0.0,0.19,0.03,0.25,0.5,0.35,0.42857142857142855,7
0.2,0.54,0.38,0.5,0.0,0.19,0.03,0.3,0.5,0.35,0.42857142857142855,7
0.2,0.54,0.38,0.5,0.0,0.19,0.02,0.2,0.5,0.35,0.42857142857142855,7
0.2,0.54,0.38,0.5,0.0,0.19,0.02,0.25,0.5,0.35,0.42857142857142855,7
0.2,0.54,0.38,0.5,0.0,0.19,0.02,0.3,0.5,0.35,0.42857142857142855,7
0.2,0.54,0.38,0.5,0.0,0.2,0.03,0.2,0.5,0.2,0.0,4
0.2,0.54,0.38,0.5,0.0,0.2,0.03,0.25,0.5,0.2,0.0,4
0.2,0.54,0.38,0.5,0.0,0.2,0.03,0.3,0.5,0.2,0.0,4
0.2,0.54,0.38,0.5,0.0,0.2,0.02,0.2,0.5,0.2,0.0,4
0.2,0.54,0.38,0.5,0.0,0.2,0.02,0.25,0.5,0.2,0.0,4
0.2,0.54,0.38,0.5,0.0,0.2,0.02,0.3,0.5,0.2,0.0,4
0.2,0.54,0.38,0.55,-0.02,0.18,0.03,0.2,0.42857142857142855,0.4,0.5,8
0.2,0.54,0.38,0.55,-0.02,0.18,0.03,0.25,0.375,0.4,0.5555555555555556,9
0.2,0.54,0.38,0.55,-0.02,0.18,0.03,0.3,0.375,0.4,0.5555555555555556,9
0.2,0.54,0.38,0.55,-0.02,0.18,0.02,0.2,0.42857142857142855,0.4,0.5,8
0.2,0.54,0.38,0.55,-0.02,0.18,0.02,0.25,0.375,0.4,0.5555555555555556,9
0.2,0.54,0.38,0.55,-0.02,0.18,0.02,0.3,0.375,0.4,0.5555555555555556,9
0.2,0.54,0.38,0.55,-0.02,0.19,0.03,0.2,0.5,0.35,0.42857142857142855,7
0.2,0.54,0.38,0.55,-0.02,0.19,0.03,0.25,0.5,0.35,0.42857142857142855,7
0.2,0.54,0.38,0.55,-0.02,0.19,0.03,0.3,0.5,0.35,0.42857142857142855,7
0.2,0.54,0.38,0.55,-0.02,0.19,0.02,0.2,0.5,0.35,0.42857142857142855,7
0.2,0.54,0.38,0.55,-0.02,0.19,0.02,0.25,0.5,0.35,0.42857142857142855,7
0.2,0.54,0.38,0.55,-0.02,0.19,0.02,0.3,0.5,0.35,0.42857142857142855,7
0.2,0.54,0.38,0.55,-0.02,0.2,0.03,0.2,0.5,0.2,0.0,4
0.2,0.54,0.38,0.55,-0.02,0.2,0.03,0.25,0.5,0.2,0.0,4
0.2,0.54,0.38,0.55,-0.02,0.2,0.03,0.3,0.5,0.2,0.0,4
0.2,0.54,0.38,0.55,-0.02,0.2,0.02,0.2,0.5,0.2,0.0,4
0.2,0.54,0.38,0.55,-0.02,0.2,0.02,0.25,0.5,0.2,0.0,4
0.2,0.54,0.38,0.55,-0.02,0.2,0.02,0.3,0.5,0.2,0.0,4
0.2,0.54,0.38,0.55,-0.01,0.18,0.03,0.2,0.42857142857142855,0.4,0.5,8
0.2,0.54,0.38,0.55,-0.01,0.18,0.03,0.25,0.375,0.4,0.5555555555555556,9
0.2,0.54,0.38,0.55,-0.01,0.18,0.03,0.3,0.375,0.4,0.5555555555555556,9
0.2,0.54,0.38,0.55,-0.01,0.18,0.02,0.2,0.42857142857142855,0.4,0.5,8
0.2,0.54,0.38,0.55,-0.01,0.18,0.02,0.25,0.375,0.4,0.5555555555555556,9
0.2,0.54,0.38,0.55,-0.01,0.18,0.02,0.3,0.375,0.4,0.5555555555555556,9
0.2,0.54,0.38,0.55,-0.01,0.19,0.03,0.2,0.5,0.35,0.42857142857142855,7
0.2,0.54,0.38,0.55,-0.01,0.19,0.03,0.25,0.5,0.35,0.42857142857142855,7
0.2,0.54,0.38,0.55,-0.01,0.19,0.03,0.3,0.5,0.35,0.42857142857142855,7
0.2,0.54,0.38,0.55,-0.01,0.19,0.02,0.2,0.5,0.35,0.42857142857142855,7
0.2,0.54,0.38,0.55,-0.01,0.19,0.02,0.25,0.5,0.35,0.42857142857142855,7
0.2,0.54,0.38,0.55,-0.01,0.19,0.02,0.3,0.5,0.35,0.42857142857142855,7
0.2,0.54,0.38,0.55,-0.01,0.2,0.03,0.2,0.5,0.2,0.0,4
0.2,0.54,0.38,0.55,-0.01,0.2,0.03,0.25,0.5,0.2,0.0,4
0.2,0.54,0.38,0.55,-0.01,0.2,0.03,0.3,0.5,0.2,0.0,4
0.2,0.54,0.38,0.55,-0.01,0.2,0.02,0.2,0.5,0.2,0.0,4
0.2,0.54,0.38,0.55,-0.01,0.2,0.02,0.25,0.5,0.2,0.0,4
0.2,0.54,0.38,0.55,-0.01,0.2,0.02,0.3,0.5,0.2,0.0,4
0.2,0.54,0.38,0.55,0.0,0.18,0.03,0.2,0.42857142857142855,0.4,0.5,8
0.2,0.54,0.38,0.55,0.0,0.18,0.03,0.25,0.375,0.4,0.5555555555555556,9
0.2,0.54,0.38,0.55,0.0,0.18,0.03,0.3,0.375,0.4,0.5555555555555556,9
0.2,0.54,0.38,0.55,0.0,0.18,0.02,0.2,0.42857142857142855,0.4,0.5,8
0.2,0.54,0.38,0.55,0.0,0.18,0.02,0.25,0.375,0.4,0.5555555555555556,9
0.2,0.54,0.38,0.55,0.0,0.18,0.02,0.3,0.375,0.4,0.5555555555555556,9
0.2,0.54,0.38,0.55,0.0,0.19,0.03,0.2,0.5,0.35,0.42857142857142855,7
0.2,0.54,0.38,0.55,0.0,0.19,0.03,0.25,0.5,0.35,0.42857142857142855,7
0.2,0.54,0.38,0.55,0.0,0.19,0.03,0.3,0.5,0.35,0.42857142857142855,7
0.2,0.54,0.38,0.55,0.0,0.19,0.02,0.2,0.5,0.35,0.42857142857142855,7
0.2,0.54,0.38,0.55,0.0,0.19,0.02,0.25,0.5,0.35,0.42857142857142855,7
0.2,0.54,0.38,0.55,0.0,0.19,0.02,0.3,0.5,0.35,0.42857142857142855,7
0.2,0.54,0.38,0.55,0.0,0.2,0.03,0.2,0.5,0.2,0.0,4
0.2,0.54,0.38,0.55,0.0,0.2,0.03,0.25,0.5,0.2,0.0,4
0.2,0.54,0.38,0.55,0.0,0.2,0.03,0.3,0.5,0.2,0.0,4
0.2,0.54,0.38,0.55,0.0,0.2,0.02,0.2,0.5,0.2,0.0,4
0.2,0.54,0.38,0.55,0.0,0.2,0.02,0.25,0.5,0.2,0.0,4
0.2,0.54,0.38,0.55,0.0,0.2,0.02,0.3,0.5,0.2,0.0,4
0.2,0.54,0.38,0.6,-0.02,0.18,0.03,0.2,0.42857142857142855,0.4,0.5,8
0.2,0.54,0.38,0.6,-0.02,0.18,0.03,0.25,0.375,0.4,0.5555555555555556,9
0.2,0.54,0.38,0.6,-0.02,0.18,0.03,0.3,0.375,0.4,0.5555555555555556,9
0.2,0.54,0.38,0.6,-0.02,0.18,0.02,0.2,0.42857142857142855,0.4,0.5,8
0.2,0.54,0.38,0.6,-0.02,0.18,0.02,0.25,0.375,0.4,0.5555555555555556,9
0.2,0.54,0.38,0.6,-0.02,0.18,0.02,0.3,0.375,0.4,0.5555555555555556,9
0.2,0.54,0.38,0.6,-0.02,0.19,0.03,0.2,0.5,0.35,0.42857142857142855,7
0.2,0.54,0.38,0.6,-0.02,0.19,0.03,0.25,0.5,0.35,0.42857142857142855,7
0.2,0.54,0.38,0.6,-0.02,0.19,0.03,0.3,0.5,0.35,0.42857142857142855,7
0.2,0.54,0.38,0.6,-0.02,0.19,0.02,0.2,0.5,0.35,0.42857142857142855,7
0.2,0.54,0.38,0.6,-0.02,0.19,0.02,0.25,0.5,0.35,0.42857142857142855,7
0.2,0.54,0.38,0.6,-0.02,0.19,0.02,0.3,0.5,0.35,0.42857142857142855,7
0.2,0.54,0.38,0.6,-0.02,0.2,0.03,0.2,0.5,0.2,0.0,4
0.2,0.54,0.38,0.6,-0.02,0.2,0.03,0.25,0.5,0.2,0.0,4
0.2,0.54,0.38,0.6,-0.02,0.2,0.03,0.3,0.5,0.2,0.0,4
0.2,0.54,0.38,0.6,-0.02,0.2,0.02,0.2,0.5,0.2,0.0,4
0.2,0.54,0.38,0.6,-0.02,0.2,0.02,0.25,0.5,0.2,0.0,4
0.2,0.54,0.38,0.6,-0.02,0.2,0.02,0.3,0.5,0.2,0.0,4
0.2,0.54,0.38,0.6,-0.01,0.18,0.03,0.2,0.42857142857142855,0.4,0.5,8
0.2,0.54,0.38,0.6,-0.01,0.18,0.03,0.25,0.375,0.4,0.5555555555555556,9
0.2,0.54,0.38,0.6,-0.01,0.18,0.03,0.3,0.375,0.4,0.5555555555555556,9
0.2,0.54,0.38,0.6,-0.01,0.18,0.02,0.2,0.42857142857142855,0.4,0.5,8
0.2,0.54,0.38,0.6,-0.01,0.18,0.02,0.25,0.375,0.4,0.5555555555555556,9
0.2,0.54,0.38,0.6,-0.01,0.18,0.02,0.3,0.375,0.4,0.5555555555555556,9
0.2,0.54,0.38,0.6,-0.01,0.19,0.03,0.2,0.5,0.35,0.42857142857142855,7
0.2,0.54,0.38,0.6,-0.01,0.19,0.03,0.25,0.5,0.35,0.42857142857142855,7
0.2,0.54,0.38,0.6,-0.01,0.19,0.03,0.3,0.5,0.35,0.42857142857142855,7
0.2,0.54,0.38,0.6,-0.01,0.19,0.02,0.2,0.5,0.35,0.42857142857142855,7
0.2,0.54,0.38,0.6,-0.01,0.19,0.02,0.25,0.5,0.35,0.42857142857142855,7
0.2,0.54,0.38,0.6,-0.01,0.19,0.02,0.3,0.5,0.35,0.42857142857142855,7
0.2,0.54,0.38,0.6,-0.01,0.2,0.03,0.2,0.5,0.2,0.0,4
0.2,0.54,0.38,0.6,-0.01,0.2,0.03,0.25,0.5,0.2,0.0,4
0.2,0.54,0.38,0.6,-0.01,0.2,0.03,0.3,0.5,0.2,0.0,4
0.2,0.54,0.38,0.6,-0.01,0.2,0.02,0.2,0.5,0.2,0.0,4
0.2,0.54,0.38,0.6,-0.01,0.2,0.02,0.25,0.5,0.2,0.0,4
0.2,0.54,0.38,0.6,-0.01,0.2,0.02,0.3,0.5,0.2,0.0,4
0.2,0.54,0.38,0.6,0.0,0.18,0.03,0.2,0.42857142857142855,0.4,0.5,8
0.2,0.54,0.38,0.6,0.0,0.18,0.03,0.25,0.375,0.4,0.5555555555555556,9
0.2,0.54,0.38,0.6,0.0,0.18,0.03,0.3,0.375,0.4,0.5555555555555556,9
0.2,0.54,0.38,0.6,0.0,0.18,0.02,0.2,0.42857142857142855,0.4,0.5,8
0.2,0.54,0.38,0.6,0.0,0.18,0.02,0.25,0.375,0.4,0.5555555555555556,9
0.2,0.54,0.38,0.6,0.0,0.18,0.02,0.3,0.375,0.4,0.5555555555555556,9
0.2,0.54,0.38,0.6,0.0,0.19,0.03,0.2,0.5,0.35,0.42857142857142855,7
0.2,0.54,0.38,0.6,0.0,0.19,0.03,0.25,0.5,0.35,0.42857142857142855,7
